Game,Copies sold,Release date,Genre,Developer,Publisher,Console_name
Suika Game,7.40 million,2021-12-09,Puzzle,Aladdin X,Aladdin X,Nintendo Switch
Pokémon Legends: Arceus,14.83 million,2022-01-28,Action role-playing,Game Freak,The Pokémon CompanyNintendo,Nintendo Switch
Kirby and the Forgotten Land,7.52 million,2022-03-25,Platformer,HAL Laboratory,Nintendo,Nintendo Switch
Nintendo Switch Sports,13.11 million,2022-04-29,Sports,Nintendo EPD,Nintendo,Nintendo Switch
Mario Strikers: Battle League,2.54 million,2022-06-10,Sports,Next Level Games,Nintendo,Nintendo Switch
Fire Emblem Warriors: Three Hopes,1 million,2022-06-24,Hack and slashRole-playing,Omega Force,JP: Koei TecmoNA/PAL: Nintendo,Nintendo Switch
Xenoblade Chronicles 3,1.86 million,2022-07-29,Action role-playing,Monolith Soft,Nintendo,Nintendo Switch
Splatoon 3,11.96 million,2022-09-09,Third-person shooter,Nintendo EPD,Nintendo,Nintendo Switch
Mario + Rabbids Sparks of Hope,3 million,2022-10-20,Tactical role-playing,Ubisoft ParisUbisoft Milan,NA/PAL: Ubisoft JP: Nintendo,Nintendo Switch
Bayonetta 3,1.07 million,2022-10-28,Action-adventurehack and slash,PlatinumGames,Nintendo,Nintendo Switch
Pokémon Scarlet and Violet,24.92 million,2022-11-18,Role-playing,Game Freak,The Pokémon CompanyNintendo,Nintendo Switch
Fire Emblem Engage,1.61 million,2023-01-20,Tactical role-playing,Intelligent Systems,Nintendo,Nintendo Switch
Metroid Prime Remastered,1.09 million,2023-02-08,Action-adventure,Retro Studios,Nintendo,Nintendo Switch
Kirby's Return to Dream Land Deluxe,1.46 million,2023-02-24,Platformer,HAL Laboratory,Nintendo,Nintendo Switch
The Legend of Zelda: Tears of the Kingdom,20.61 million,2023-05-12,Action-adventure,Nintendo EPD,Nintendo,Nintendo Switch
Pikmin 4,3.48 million,2023-07-21,Real-time strategy,Nintendo EPD,Nintendo,Nintendo Switch
Super Mario Bros. Wonder,13.44 million,2023-10-20,Platformer,Nintendo EPD,Nintendo,Nintendo Switch
Momotaro Dentetsu World: Chikyuu wa Kibou de Mawatteru!,1 million,2023-11-16,Board game,Konami,JP: Konami,Nintendo Switch
Super Mario RPG,3.31 million,2023-11-17,Role-playing,ArtePiazza,Nintendo,Nintendo Switch
Dragon Quest Monsters: The Dark Prince,1 million,2023-12-01,Role-playing,Tose,Square Enix,Nintendo Switch
Mario vs. Donkey Kong,1.12 million,2024-02-16,Puzzle-platform,Nintendo Software Technology,Nintendo,Nintendo Switch
Princess Peach: Showtime!,1.22 million,2024-03-22,Action-adventure,Good-Feel,Nintendo,Nintendo Switch
Hydlide,1 million,1984-12-13,Action role-playing,Technology and Entertainment Software,Technology and Entertainment Software,PC
Where in the World Is Carmen Sandiego?,4 million,1985-06-01,Educational,Broderbund,Broderbund,PC
Last Ninja 2,5.5 million,1988-08-29,Action-adventure,System 3,Activision,PC
Populous,4 million,1989-06-05,God game,Bullfrog Productions,Electronic Arts,PC
Return to Zork,1 million,1993-08-20,Adventure,Infocom,Activision,PC
Myst,6 million,1993-09-24,"Adventure, puzzle",Cyan,Brøderbund,PC
Doom,2 million,1993-12-10,First-person shooter,id Software,id Software,PC
Doom II: Hell on Earth,2 million,1994-10-10,First-person shooter,id Software,GT Interactive,PC
Full Throttle,1 million,1995-04-30,Graphic adventure,LucasArts,LucasArts,PC
Phantasmagoria,1 million,1995-07-31,Interactive movie,Sierra Online,Sierra Online,PC
Command & Conquer,3 million,1995-08-31,Real-time strategy,Westwood Studios,Virgin Interactive Electronic Arts (since 1998; also freeware release),PC
Caesar II,2.5 million,1995-09-04,City-building game,Impressions Game,Sierra On-Line,PC
Warcraft II: Tides of Darkness,2 million,1995-12-09,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Duke Nukem 3D,1 million,1996-01-29,First-person shooter,3D Realms,GT Interactive,PC
Civilization II,1 million,1996-02-29,"Turn-based strategy, 4X",MicroProse,MicroProse,PC
Quake,1 million,1996-06-22,First-person shooter,id Software,GT Interactive,PC
Grand Prix 2,1 million,1996-08-30,Sim racing,MicroProse,MicroProse,PC
Lords of the Realm II,2.5 million,1996-10-31,Turn-based strategy,Impressions Game,Impressions Game,PC
Command & Conquer: Red Alert,3 million,1996-10-31,Real-time strategy,Westwood Studios,Virgin Interactive,PC
Diablo,1.8 million,1996-12-31,Action role-playing,Blizzard North,Blizzard Entertainment (North America) Ubisoft (Europe),PC
POD,2 million,1997-02-28,Racing game,Ubisoft,Ubisoft,PC
Total Annihilation,1 million,1997-09-30,Real-time strategy,Cavedog Entertainment,GT Interactive,PC
Age of Empires,3 million,1997-10-15,Real-time strategy,Ensemble Studios,Microsoft,PC
Riven,1.3 million,1997-10-31,"Adventure, puzzle",Cyan,Red Orb Entertainment,PC
Frogger: He's Back!,1 million,1997-11-03,Action,SCE Studio Cambridge,Hasbro Interactive,PC
Deer Hunter,1 million,1997-11-13,Sports,Sunstorm Interactive,WizardWorks,PC
Blade Runner,1 million,1997-11-21,Point-and-click,Westwood Studios,Virgin Interactive,PC
Quake II,1 million,1997-12-09,First-person shooter,id Software,Activision,PC
StarCraft,11 million,1998-03-31,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Unreal,1 million,1998-05-22,First-person shooter,Epic Games Digital Extremes,GT Interactive,PC
Commandos: Behind Enemy Lines,1 million,1998-06-24,Real-time tactics,Pyro Studios,Eidos Interactive,PC
Final Fantasy VII,2.1 million,1998-06-25,Role-playing game,Square,Eidos Interactive,PC
Anno 1602,2 million,1998-09-24,City-building,Max Design,Sunflowers,PC
Railroad Tycoon II,1 million,1998-11-04,Construction and management simulation,PopTop Software,Take-Two Interactive / Gathering of Developers,PC
Half-Life,1.5 million,1998-11-19,First-person shooter,Valve,Sierra Entertainment,PC
Baldur's Gate,2 million,1998-12-21,Role-playing game,BioWare Black Isle Studios,Interplay Entertainment,PC
SimCity 3000,5 million,1999-01-31,City-building,Maxis,Electronic Arts,PC
EverQuest,3 million,1999-03-16,MMORPG,Verant Interactive,Sony Online Entertainment,PC
RollerCoaster Tycoon,4 million,1999-03-31,Construction and management simulation,Chris Sawyer,MicroProse Software,PC
Caesar III,2.5 million,1999-05-30,City-building game,Impressions Game,Sierra Studios,PC
Hidden & Dangerous,1 million,1999-07-29,Action,Illusion Softworks,Take-Two Interactive,PC
Command & Conquer: Tiberian Sun,1 million,1999-08-27,Real-time strategy,Westwood Studios,Electronic Arts,PC
Age of Empires II: The Age of Kings,2 million,1999-09-30,Real-time strategy,Ensemble Studios,Microsoft,PC
Who Wants to Be a Millionaire?,1 million,1999-11-28,Trivia game,Jellyvision,Disney Interactive Studios,PC
Unreal Tournament,1 million,1999-11-30,First-person shooter,Epic Games Digital Extremes,GT Interactive,PC
The Sims,11 million,2000-02-04,Life simulation,Maxis,Electronic Arts,PC
Diablo II,4 million,2000-06-29,Action role-playing,Blizzard North,Blizzard Entertainment,PC
Baldur's Gate II: Shadows of Amn,2 million,2000-09-21,Computer role-playing game,BioWare,Interplay Entertainment,PC
American McGee's Alice,1 million,2000-10-06,"Action-adventure, platformer",Rogue Entertainment,Electronic Arts,PC
Command & Conquer: Red Alert 2,1 million,2000-10-23,Real-time strategy,Westwood Pacific,Electronic Arts,PC
Black & White,2 million,2001-03-25,God game,Lionhead Studios,EA Games Sold-Out Software,PC
Tropico,1 million,2001-04-24,Construction and management simulation,PopTop Software,Gathering of Developers,PC
Operation Flashpoint: Cold War Crisis,1 million,2001-06-22,Tactical shooter,Bohemia Interactive Studio,Codemasters,PC
Runaway: A Road Adventure,1 million,2001-07-06,Adventure,"Péndulo Studios, S.L.",Dinamic Multimedia,PC
Zoo Tycoon,1 million,2001-10-17,Business simulation,Microsoft,Blue Fang Games,PC
Stronghold,1 million,2001-10-19,Real-time strategy,Firefly Studios,Take-Two Interactive / Gathering of Developers,PC
Civilization III,2 million,2001-10-30,"Turn-based strategy, 4X",Firaxis Games,Infogrames,PC
Empire Earth,1 million,2001-11-12,Real-time strategy,Stainless Steel Studios,Sierra Entertainment,PC
Harry Potter and the Philosopher's Stone,1 million,2001-11-15,Action-adventure,KnowWonder,Electronic Arts,PC
Return to Castle Wolfenstein,1 million,2001-11-19,First-person shooter,Gray Matter Studios id Software,Activision,PC
Dungeon Siege,1 million,2002-04-05,Role-playing game,Gas Powered Games,Microsoft Game Studios,PC
Hotel Giant,1 million,2002-05-17,Business simulation,Enlight Software,JoWood Productions,PC
Neverwinter Nights,2 million,2002-06-18,Role-playing game,BioWare,Infogrames / Atari,PC
Warcraft III: Reign of Chaos,3 million,2002-07-03,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment (North America) Sierra Entertainment (Europe) Capcom (Japan),PC
Stronghold: Crusader,2 million,2002-07-31,Real-time strategy,Firefly Studios,Take-Two Interactive / Gathering of Developers,PC
Mafia: The City of Lost Heaven,2 million,2002-08-28,Third-person shooter,Illusion Softworks,Gathering of Developers,PC
Battlefield 1942,2 million,2002-09-10,First-person shooter,EA DICE,Electronic Arts,PC
Age of Mythology,1 million,2002-10-30,Real-time strategy,Ensemble Studios,Microsoft,PC
SimCity 4,2 million,2003-01-14,City-building,Maxis,Electronic Arts (Windows) Aspyr Media (macOS),PC
Anno 1503,2 million,2003-03-23,City-building,Max Design,Sunflowers,PC
Vietcong,1 million,2003-03-26,Tactical shooter,Pterodon Illusion Softworks,Gathering of Developers,PC
Star Wars Galaxies,1 million,2003-06-26,MMORPG,Sony Online Entertainment,LucasArts,PC
The Legend of Sword and Fairy 3,1 million,2003-07-31,Role-playing game,Softstar Entertainment,Softstar Entertainment Unistar,PC
Hidden & Dangerous 2,1 million,2003-10-21,Action,Illusion Softworks,Take-Two Interactive,PC
Patrician III: Rise of the Hanse,1 million,2003-10-24,Business simulation,Ascaron,Encore,PC
Battlefield Vietnam,1 million,2004-03-14,First-person shooter,EA DICE,Electronic Arts,PC
Counter-Strike: Condition Zero,2 million,2004-03-23,First-person shooter,Valve Gearbox Software Ritual Entertainment Turtle Rock Studios,Valve (digital) Sierra Entertainment (retail),PC
Far Cry,2 million,2004-03-23,First-person shooter,Crytek,Ubisoft,PC
Sacred,1 million,2004-03-23,Action role-playing,Ascaron,Encore Koch Media Red Ant Enterprises,PC
The Sims 2,6 million,2004-09-14,Life simulation,Maxis,Electronic Arts,PC
"Warhammer 40,000: Dawn of War (including expansions)",4 million,2004-09-20,Real-time strategy,Relic Entertainment,THQ,PC
Rome: Total War,1 million,2004-09-22,Real-time strategy,The Creative Assembly,Activision,PC
RollerCoaster Tycoon 3,10 million,2004-10-26,Construction and management simulation,Frontier Developments,"Atari, Inc. (Windows) Aspyr Media (macOS)",PC
Counter-Strike: Source,2 million,2004-11-01,First-person shooter,Valve,Electronic Arts (retail) Valve (digital),PC
Half-Life 2,12.3 million,2004-11-16,First-person shooter,Valve,Valve (digital) Sierra Entertainment (retail),PC
World of Warcraft,14 million,2004-11-23,MMORPG,Blizzard Entertainment,Blizzard Entertainment,PC
Cossacks II: Napoleonic Wars,2 million,2005-04-15,Real-time strategy,GSC Game World,CDV Software,PC
Psychonauts,1 million,2005-04-19,Platform,Double Fine Productions,THQ,PC
Guild Wars,6 million,2005-04-28,MMORPG,ArenaNet,NCsoft,PC
Dungeon Lords,1 million,2005-05-05,Role-playing game,Heuristic Park,DreamCatcher Interactive,PC
Imperivm: Great Battles of Rome,1 million,2005-05-10,Real-time strategy,Haemimont Games,FX Interactive,PC
Age of Empires III,2 million,2005-10-18,Real-time strategy,Ensemble Studios,Microsoft,PC
Civilization IV,3 million,2005-10-25,"Turn-based strategy, 4X",Firaxis Games,2K Games & Aspyr,PC
Glory of the Roman Empire,1 million,2006-06-26,City-building game,Haemimont Games,CDV Software,PC
Microsoft Flight Simulator X,1 million,2006-10-17,Amateur flight simulation,Microsoft Game Studios,Microsoft Game Studios,PC
Garry's Mod,20 million,2006-11-29,Sandbox,Facepunch Studios,Valve,PC
Supreme Commander,1 million,2007-02-16,Real-time strategy,Gas Powered Games,THQ,PC
Command & Conquer 3: Tiberium Wars,1 million,2007-03-28,Real-time strategy,EA Los Angeles,Electronic Arts,PC
BioShock,1 million,2007-08-21,First-person shooter,Irrational Games,2K Games,PC
The Witcher,2 million,2007-10-26,Action role-playing,CD Projekt Red,Atari,PC
Crysis,3 million,2007-11-13,First-person shooter,Crytek,Electronic Arts,PC
Spore,2 million,2008-09-04,God game,Maxis,Electronic Arts,PC
Crysis Warhead,1 million,2008-09-16,First-person shooter,Crytek Budapest,Electronic Arts,PC
Warhammer Online: Age of Reckoning,1 million,2008-09-18,MMORPG,Mythic Entertainment,Electronic Arts,PC
Killing Floor,1 million,2009-05-14,First-person shooter,Tripwire Interactive,Tripwire Interactive,PC
The Sims 3,7 million,2009-06-02,Life simulation,Maxis,Electronic Arts,PC
Ultra Street Fighter IV,1.3 million,2009-07-02,Fighting,Capcom Dimps,Capcom,PC
Resident Evil 5,1 million,2009-09-17,"Third-person shooter, survival horror",Capcom,Capcom,PC
Machinarium,1 million,2009-10-16,"Graphic adventure, puzzle",Amanita Design,Amanita Design,PC
Sega Mega Drive and Genesis Classics,1.5 million,2010-06-01,Compilation,Sega,Sega,PC
StarCraft II: Wings of Liberty,6 million,2010-07-27,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Magicka,2 million,2011-01-25,Action-adventure,Arrowhead Game Studios,Paradox Interactive,PC
Terraria,23 million,2011-05-16,Action-adventure,Re-Logic,Re-Logic,PC
The Witcher 2: Assassins of Kings,2 million,2011-05-17,Action role-playing,CD Projekt Red,CD Projekt,PC
The Legend of Sword and Fairy 5,1 million,2011-07-07,Role-playing game,Softstar,Softstar,PC
The Binding of Isaac,3 million,2011-09-28,"Action-adventure, roguelike",Edmund McMillen & Florian Himsl,Headup Games,PC
Crusader Kings II,1 million,2012-02-14,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Diablo III,20 million,2012-05-15,Action role-playing,Blizzard Entertainment,Blizzard Entertainment,PC
Dark Souls,3.6 million,2012-08-23,Action role-playing,FromSoftware,Namco Bandai Games,PC
Guild Wars 2,5 million,2012-08-28,MMORPG,ArenaNet,NCsoft,PC
Prison Architect,1 million,2012-09-25,Construction and management simulation,Introversion Software,Introversion Software,PC
Euro Truck Simulator 2,15 million,2012-10-19,Vehicle simulation,SCS Software,SCS Software,PC
American Truck Simulator,4 million,2012-10-19,Vehicle simulation,SCS Software,SCS Software,PC
SimCity,2 million,2013-03-05,City-building,Electronic Arts,Electronic Arts,PC
StarCraft II: Heart of the Swarm,1 million,2013-03-12,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Resident Evil 6,1.3 million,2013-03-21,"Third-person shooter, survival horror",Capcom,Capcom,PC
Europa Universalis IV,1 million,2013-08-13,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Star Citizen,1.7 million,2013-08-29,"MMO, Space trading and combat, first-person shooter",Cloud Imperium Games,Cloud Imperium Games,PC
ARMA 3,5.5 million,2013-09-12,Tactical shooter,Bohemia Interactive,Bohemia Interactive,PC
Pac-Man Championship Edition DX+,1.1 million,2013-09-25,"Maze, arcade",Namco Bandai Games Mine Loader Software,Namco Bandai Games,PC
Space Engineers,2 million,2013-10-13,Simulation,Keen Software House,Keen Software House,PC
The Stanley Parable,1 million,2013-10-17,Interactive fiction,Galactic Cafe,Galactic Cafe,PC
DayZ,4 million,2013-12-16,Survival,Bohemia Interactive,Bohemia Interactive,PC
Resident Evil 4: Ultimate HD Edition,1.2 million,2014-02-27,"Third-person shooter, survival horror",Capcom,Capcom,PC
Dark Souls II,2.7 million,2014-04-24,Action role-playing,FromSoftware,Bandai Namco Games,PC
Just Survive[h],1 million,2015-01-15,Survival,Daybreak Game Company,Daybreak Game Company,PC
Cities: Skylines,6 million,2015-03-10,City-building,Colossal Order,Paradox Interactive,PC
Grand Theft Auto V,2 million,2015-04-14,Action-adventure,Rockstar North,Rockstar Games,PC
The Witcher 3: Wild Hunt,12 million,2015-05-19,Action role-playing,CD Projekt Red,CD Projekt,PC
Ark: Survival Evolved,1 million,2015-06-02,"Action-adventure, Survival",Studio Wildcard Instinct Games,Studio Wildcard,PC
Metal Gear Solid V: The Phantom Pain,1.8 million,2015-09-01,"Action-adventure, stealth",Kojima Productions,Konami,PC
StarCraft II: Legacy of the Void,1 million,2015-11-10,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Danganronpa: Trigger Happy Havoc,1 million,2016-02-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stardew Valley,19 million,2016-02-26,"Farm life sim, role-playing game",ConcernedApe[c],ConcernedApe[c],PC
Dark Souls III,3.3 million,2016-04-12,Action role-playing,FromSoftware,Bandai Namco Entertainment,PC
Danganronpa 2: Goodbye Despair,1 million,2016-04-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stellaris,1.5 million,2016-05-09,"RTS, 4X, Grand Strategy",Paradox Development Studio,Paradox Interactive,PC
Hearts of Iron IV,1 million,2016-06-06,"Real-time strategy, grand strategy wargame",Paradox Development Studio,Paradox Interactive,PC
7 Days to Die,2 million,2016-06-28,Survival horror,The Fun Pimps,The Fun Pimps,PC
Hollow Knight,1 million,2017-02-24,Metroidvania,Team Cherry,Team Cherry,PC
Nier: Automata,1.2 million,2017-03-17,"Action role-playing, hack and slash",PlatinumGames Square Enix,Square Enix,PC
Divinity: Original Sin II,1 million,2017-09-14,Role-playing,Larian Studios,Larian Studios,PC
Stickfight: The Game,2 million,2017-09-28,Fighting,Landfall Games,Landfall Games,PC
Cuphead,1 million,2017-09-29,Run and gun,StudioMDHR,StudioMDHR,PC
PUBG: Battlegrounds,42 million,2017-12-20,Battle royale,PUBG Studios,Krafton,PC
Rust,16 million,2018-02-08,Survival,Facepunch Studios,Facepunch Studios,PC
Kingdom Come: Deliverance,1.1 million,2018-02-13,Action role-playing game,Warhorse Studios,Warhorse Studios,PC
The Forest,5.3 million,2018-04-30,Survival,Endnight Games,Endnight Games,PC
Kenshi,2 million,2018-12-06,Real-time strategy Action role-playing game,Lo-Fi Games,Lo-Fi Games,PC
Satisfactory,5.5 million,2019-03-19,Construction and management simulation,Coffee Stain Studios,Coffee Stain Studios,PC
Mordhau,1 million,2019-04-29,Action,Triternion,Triternion,PC
Mount & Blade : Bannerlord,3.1 million,2020-03-27,Action role-playing Strategy,TaleWorlds Entertainment,TaleWorlds Entertainment Prime Matter (Physical),PC
Deep Rock Galactic,4 million,2020-05-13,First-person shooter,Ghost Ship Games,Coffee Stain Publishing,PC
